Name	ED	Dataset	Stirparo.lineage	Author.lineage	Branches	clusterUmap	EDfactor	finalClusters	sample_name	day	sex	dataset
D10_IVC4_E1_B1_1	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_1	10	female	zhou
D10_IVC4_E1_B1_10	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B1_10	10	female	zhou
D10_IVC4_E1_B1_12	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_12	10	female	zhou
D10_IVC4_E1_B1_13	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_13	10	female	zhou
D10_IVC4_E1_B1_15	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_15	10	female	zhou
D10_IVC4_E1_B1_16	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_16	10	female	zhou
D10_IVC4_E1_B1_18	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_18	10	female	zhou
D10_IVC4_E1_B1_19	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_19	10	female	zhou
D10_IVC4_E1_B1_20	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_20	10	female	zhou
D10_IVC4_E1_B1_22	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_22	10	female	zhou
D10_IVC4_E1_B1_24	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_24	10	female	zhou
D10_IVC4_E1_B1_25	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_25	10	female	zhou
D10_IVC4_E1_B1_27	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_27	10	female	zhou
D10_IVC4_E1_B1_28	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_28	10	female	zhou
D10_IVC4_E1_B1_29	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_29	10	female	zhou
D10_IVC4_E1_B1_3	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_3	10	female	zhou
D10_IVC4_E1_B1_30	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_30	10	female	zhou
D10_IVC4_E1_B1_31	10	Zhou				Zhou	10	PrE	D10_IVC4_E1_B1_31	10	female	zhou
D10_IVC4_E1_B1_32	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_32	10	female	zhou
D10_IVC4_E1_B1_33	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_33	10	female	zhou
D10_IVC4_E1_B1_35	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_35	10	female	zhou
D10_IVC4_E1_B1_36	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_36	10	female	zhou
D10_IVC4_E1_B1_38	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_38	10	female	zhou
D10_IVC4_E1_B1_39	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_39	10	female	zhou
D10_IVC4_E1_B1_4	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_4	10	female	zhou
D10_IVC4_E1_B1_40	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_40	10	female	zhou
D10_IVC4_E1_B1_41	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_41	10	female	zhou
D10_IVC4_E1_B1_43	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B1_43	10	female	zhou
D10_IVC4_E1_B1_45	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_45	10	female	zhou
D10_IVC4_E1_B1_49	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_49	10	female	zhou
D10_IVC4_E1_B1_50	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_50	10	female	zhou
D10_IVC4_E1_B1_51	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_51	10	female	zhou
D10_IVC4_E1_B1_55	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_55	10	female	zhou
D10_IVC4_E1_B1_56	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_56	10	female	zhou
D10_IVC4_E1_B1_59	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_59	10	female	zhou
D10_IVC4_E1_B1_6	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_6	10	female	zhou
D10_IVC4_E1_B1_60	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_60	10	female	zhou
D10_IVC4_E1_B1_61	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_61	10	female	zhou
D10_IVC4_E1_B1_63	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_63	10	female	zhou
D10_IVC4_E1_B1_65	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_65	10	female	zhou
D10_IVC4_E1_B1_67	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_67	10	female	zhou
D10_IVC4_E1_B1_68	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_68	10	female	zhou
D10_IVC4_E1_B1_7	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_7	10	female	zhou
D10_IVC4_E1_B1_73	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B1_73	10	female	zhou
D10_IVC4_E1_B1_74	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_74	10	female	zhou
D10_IVC4_E1_B1_76	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_76	10	female	zhou
D10_IVC4_E1_B1_77	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_77	10	female	zhou
D10_IVC4_E1_B1_78	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_78	10	female	zhou
D10_IVC4_E1_B1_79	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_79	10	female	zhou
D10_IVC4_E1_B1_8	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_8	10	female	zhou
D10_IVC4_E1_B1_81	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_81	10	female	zhou
D10_IVC4_E1_B1_82	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_82	10	female	zhou
D10_IVC4_E1_B1_83	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_83	10	female	zhou
D10_IVC4_E1_B1_84	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_84	10	female	zhou
D10_IVC4_E1_B1_86	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_86	10	female	zhou
D10_IVC4_E1_B1_87	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_87	10	female	zhou
D10_IVC4_E1_B1_88	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_88	10	female	zhou
D10_IVC4_E1_B1_9	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_9	10	female	zhou
D10_IVC4_E1_B1_90	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_90	10	female	zhou
D10_IVC4_E1_B1_91	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_91	10	female	zhou
D10_IVC4_E1_B1_92	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_92	10	female	zhou
D10_IVC4_E1_B1_93	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B1_93	10	female	zhou
D10_IVC4_E1_B1_94	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_94	10	female	zhou
D10_IVC4_E1_B1_95	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B1_95	10	female	zhou
D10_IVC4_E1_B1_96	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B1_96	10	female	zhou
D10_IVC4_E1_B2_1	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_1	10	female	zhou
D10_IVC4_E1_B2_11	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_11	10	female	zhou
D10_IVC4_E1_B2_12	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_12	10	female	zhou
D10_IVC4_E1_B2_14	10	Zhou				Zhou	10	Pre.EVT	D10_IVC4_E1_B2_14	10	female	zhou
D10_IVC4_E1_B2_15	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_15	10	female	zhou
D10_IVC4_E1_B2_16	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_16	10	female	zhou
D10_IVC4_E1_B2_20	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_20	10	female	zhou
D10_IVC4_E1_B2_21	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_21	10	female	zhou
D10_IVC4_E1_B2_24	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_24	10	female	zhou
D10_IVC4_E1_B2_25	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_25	10	female	zhou
D10_IVC4_E1_B2_28	10	Zhou				Zhou	10	Pre.EVT	D10_IVC4_E1_B2_28	10	female	zhou
D10_IVC4_E1_B2_29	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_29	10	female	zhou
D10_IVC4_E1_B2_31	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_31	10	female	zhou
D10_IVC4_E1_B2_32	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_32	10	female	zhou
D10_IVC4_E1_B2_4	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_4	10	female	zhou
D10_IVC4_E1_B2_42	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B2_42	10	female	zhou
D10_IVC4_E1_B2_43	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_43	10	female	zhou
D10_IVC4_E1_B2_44	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B2_44	10	female	zhou
D10_IVC4_E1_B2_48	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_48	10	female	zhou
D10_IVC4_E1_B2_5	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_5	10	female	zhou
D10_IVC4_E1_B2_51	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_51	10	female	zhou
D10_IVC4_E1_B2_52	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_52	10	female	zhou
D10_IVC4_E1_B2_53	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_53	10	female	zhou
D10_IVC4_E1_B2_54	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_54	10	female	zhou
D10_IVC4_E1_B2_57	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_57	10	female	zhou
D10_IVC4_E1_B2_58	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_58	10	female	zhou
D10_IVC4_E1_B2_62	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_62	10	female	zhou
D10_IVC4_E1_B2_63	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_63	10	female	zhou
D10_IVC4_E1_B2_64	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_64	10	female	zhou
D10_IVC4_E1_B2_66	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_66	10	female	zhou
D10_IVC4_E1_B2_69	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_69	10	female	zhou
D10_IVC4_E1_B2_7	10	Zhou				Zhou	10	Pre.EVT	D10_IVC4_E1_B2_7	10	female	zhou
D10_IVC4_E1_B2_70	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_70	10	female	zhou
D10_IVC4_E1_B2_71	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_71	10	female	zhou
D10_IVC4_E1_B2_72	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_72	10	female	zhou
D10_IVC4_E1_B2_74	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_74	10	female	zhou
D10_IVC4_E1_B2_77	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_77	10	female	zhou
D10_IVC4_E1_B2_78	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_78	10	female	zhou
D10_IVC4_E1_B2_79	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_79	10	female	zhou
D10_IVC4_E1_B2_81	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_81	10	female	zhou
D10_IVC4_E1_B2_83	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_83	10	female	zhou
D10_IVC4_E1_B2_84	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_84	10	female	zhou
D10_IVC4_E1_B2_85	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_85	10	female	zhou
D10_IVC4_E1_B2_86	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B2_86	10	female	zhou
D10_IVC4_E1_B2_88	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_88	10	female	zhou
D10_IVC4_E1_B2_89	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B2_89	10	female	zhou
D10_IVC4_E1_B2_91	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_91	10	female	zhou
D10_IVC4_E1_B2_93	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B2_93	10	female	zhou
D10_IVC4_E1_B3_1	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_1	10	female	zhou
D10_IVC4_E1_B3_10	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_10	10	female	zhou
D10_IVC4_E1_B3_11	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_11	10	female	zhou
D10_IVC4_E1_B3_12	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B3_12	10	female	zhou
D10_IVC4_E1_B3_14	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_14	10	female	zhou
D10_IVC4_E1_B3_15	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B3_15	10	female	zhou
D10_IVC4_E1_B3_18	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B3_18	10	female	zhou
D10_IVC4_E1_B3_19	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_19	10	female	zhou
D10_IVC4_E1_B3_21	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_21	10	female	zhou
D10_IVC4_E1_B3_25	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_25	10	female	zhou
D10_IVC4_E1_B3_26	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_26	10	female	zhou
D10_IVC4_E1_B3_29	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_29	10	female	zhou
D10_IVC4_E1_B3_3	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B3_3	10	female	zhou
D10_IVC4_E1_B3_30	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_30	10	female	zhou
D10_IVC4_E1_B3_33	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B3_33	10	female	zhou
D10_IVC4_E1_B3_41	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_41	10	female	zhou
D10_IVC4_E1_B3_42	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_42	10	female	zhou
D10_IVC4_E1_B3_47	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B3_47	10	female	zhou
D10_IVC4_E1_B3_48	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_48	10	female	zhou
D10_IVC4_E1_B3_49	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_49	10	female	zhou
D10_IVC4_E1_B3_5	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_5	10	female	zhou
D10_IVC4_E1_B3_52	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_52	10	female	zhou
D10_IVC4_E1_B3_53	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_53	10	female	zhou
D10_IVC4_E1_B3_54	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_54	10	female	zhou
D10_IVC4_E1_B3_67	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_67	10	female	zhou
D10_IVC4_E1_B3_71	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_71	10	female	zhou
D10_IVC4_E1_B3_73	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B3_73	10	female	zhou
D10_IVC4_E1_B3_93	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B3_93	10	female	zhou
D10_IVC4_E1_B4_10	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_10	10	female	zhou
D10_IVC4_E1_B4_12	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_12	10	female	zhou
D10_IVC4_E1_B4_14	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_14	10	female	zhou
D10_IVC4_E1_B4_15	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_15	10	female	zhou
D10_IVC4_E1_B4_16	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B4_16	10	female	zhou
D10_IVC4_E1_B4_20	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_20	10	female	zhou
D10_IVC4_E1_B4_21	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_21	10	female	zhou
D10_IVC4_E1_B4_22	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B4_22	10	female	zhou
D10_IVC4_E1_B4_24	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_24	10	female	zhou
D10_IVC4_E1_B4_27	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_27	10	female	zhou
D10_IVC4_E1_B4_28	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_28	10	female	zhou
D10_IVC4_E1_B4_29	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_29	10	female	zhou
D10_IVC4_E1_B4_31	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E1_B4_31	10	female	zhou
D10_IVC4_E1_B4_32	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_32	10	female	zhou
D10_IVC4_E1_B4_33	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_33	10	female	zhou
D10_IVC4_E1_B4_34	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_34	10	female	zhou
D10_IVC4_E1_B4_35	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_35	10	female	zhou
D10_IVC4_E1_B4_36	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_36	10	female	zhou
D10_IVC4_E1_B4_37	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_37	10	female	zhou
D10_IVC4_E1_B4_38	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_38	10	female	zhou
D10_IVC4_E1_B4_39	10	Zhou				Zhou	10	TB.late	D10_IVC4_E1_B4_39	10	female	zhou
D10_IVC4_E1_B4_40	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E1_B4_40	10	female	zhou
D10_IVC4_E1_B4_7	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_7	10	female	zhou
D10_IVC4_E1_B4_9	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E1_B4_9	10	female	zhou
D10_IVC4_E2_B1_1	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_1	10	female	zhou
D10_IVC4_E2_B1_11	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_11	10	female	zhou
D10_IVC4_E2_B1_12	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_12	10	female	zhou
D10_IVC4_E2_B1_14	10	Zhou				Zhou	10	Pre.EVT	D10_IVC4_E2_B1_14	10	female	zhou
D10_IVC4_E2_B1_15	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_15	10	female	zhou
D10_IVC4_E2_B1_16	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_16	10	female	zhou
D10_IVC4_E2_B1_20	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_20	10	female	zhou
D10_IVC4_E2_B1_21	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_21	10	female	zhou
D10_IVC4_E2_B1_24	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_24	10	female	zhou
D10_IVC4_E2_B1_25	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_25	10	female	zhou
D10_IVC4_E2_B1_28	10	Zhou				Zhou	10	Pre.EVT	D10_IVC4_E2_B1_28	10	female	zhou
D10_IVC4_E2_B1_29	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_29	10	female	zhou
D10_IVC4_E2_B1_31	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_31	10	female	zhou
D10_IVC4_E2_B1_32	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_32	10	female	zhou
D10_IVC4_E2_B1_38	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_38	10	female	zhou
D10_IVC4_E2_B1_4	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_4	10	female	zhou
D10_IVC4_E2_B1_42	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E2_B1_42	10	female	zhou
D10_IVC4_E2_B1_43	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_43	10	female	zhou
D10_IVC4_E2_B1_44	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E2_B1_44	10	female	zhou
D10_IVC4_E2_B1_48	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_48	10	female	zhou
D10_IVC4_E2_B1_5	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_5	10	female	zhou
D10_IVC4_E2_B1_51	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_51	10	female	zhou
D10_IVC4_E2_B1_52	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_52	10	female	zhou
D10_IVC4_E2_B1_53	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_53	10	female	zhou
D10_IVC4_E2_B1_54	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_54	10	female	zhou
D10_IVC4_E2_B1_57	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_57	10	female	zhou
D10_IVC4_E2_B1_58	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_58	10	female	zhou
D10_IVC4_E2_B1_62	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_62	10	female	zhou
D10_IVC4_E2_B1_63	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_63	10	female	zhou
D10_IVC4_E2_B1_64	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_64	10	female	zhou
D10_IVC4_E2_B1_66	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_66	10	female	zhou
D10_IVC4_E2_B1_69	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_69	10	female	zhou
D10_IVC4_E2_B1_7	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_7	10	female	zhou
D10_IVC4_E2_B1_70	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_70	10	female	zhou
D10_IVC4_E2_B1_71	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_71	10	female	zhou
D10_IVC4_E2_B1_72	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_72	10	female	zhou
D10_IVC4_E2_B1_73	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_73	10	female	zhou
D10_IVC4_E2_B1_74	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_74	10	female	zhou
D10_IVC4_E2_B1_77	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_77	10	female	zhou
D10_IVC4_E2_B1_78	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_78	10	female	zhou
D10_IVC4_E2_B1_79	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_79	10	female	zhou
D10_IVC4_E2_B1_81	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_81	10	female	zhou
D10_IVC4_E2_B1_83	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_83	10	female	zhou
D10_IVC4_E2_B1_84	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_84	10	female	zhou
D10_IVC4_E2_B1_85	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_85	10	female	zhou
D10_IVC4_E2_B1_86	10	Zhou				Zhou	10	TB.medium3	D10_IVC4_E2_B1_86	10	female	zhou
D10_IVC4_E2_B1_88	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_88	10	female	zhou
D10_IVC4_E2_B1_89	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B1_89	10	female	zhou
D10_IVC4_E2_B1_91	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_91	10	female	zhou
D10_IVC4_E2_B1_93	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B1_93	10	female	zhou
D10_IVC4_E2_B2_14	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_14	10	female	zhou
D10_IVC4_E2_B2_17	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_17	10	female	zhou
D10_IVC4_E2_B2_18	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_18	10	female	zhou
D10_IVC4_E2_B2_25	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_25	10	female	zhou
D10_IVC4_E2_B2_26	10	Zhou				Zhou	10	Pre.ST	D10_IVC4_E2_B2_26	10	female	zhou
D10_IVC4_E2_B2_27	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B2_27	10	female	zhou
D10_IVC4_E2_B2_29	10	Zhou				Zhou	10	PrE	D10_IVC4_E2_B2_29	10	female	zhou
D10_IVC4_E2_B2_3	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_3	10	female	zhou
D10_IVC4_E2_B2_30	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_30	10	female	zhou
D10_IVC4_E2_B2_32	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_32	10	female	zhou
D10_IVC4_E2_B2_35	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_35	10	female	zhou
D10_IVC4_E2_B2_38	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_38	10	female	zhou
D10_IVC4_E2_B2_4	10	Zhou				Zhou	10	TB.medium2	D10_IVC4_E2_B2_4	10	female	zhou
D10_IVC4_E2_B2_40	10	Zhou				Zhou	10	PrE	D10_IVC4_E2_B2_40	10	female	zhou
D10_IVC4_E2_B2_41	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_41	10	female	zhou
D10_IVC4_E2_B2_42	10	Zhou				Zhou	10	TB.late	D10_IVC4_E2_B2_42	10	female	zhou
